employer_name;reviews_count;culture_count;salaries_count;benefits_count;employer_website;employer_headquarters;employer_founded;employer_industry;employer_revenue;url;geral;cultura_e_valores;diversidade_e_inclusão;qualidade_de_vida;alta_liderança;remuneração_e_benefícios;oportunidades_de_carreira;recomendam_para_outras_pessoas;perspectiva_positiva_da_empresa;segmento;nome;match_percent;nome_normalizado;cnpj;Nome_Bancos;ano;trimestre;categoria;tipo;instituição_financeira;índice;quantidade_de_reclamações_reguladas_procedentes;quantidade_de_reclamações_reguladas___outras;quantidade_de_reclamações_não_reguladas;quantidade_total_de_reclamações;quantidade_total_de_clientes__ccs_e_scr;quantidade_de_clientes__ccs;quantidade_de_clientes__scr
Banco Original;651;286;1100;261;http://www.original.com.br;São Paulo, Brasil;2016.0;/Explorar/melhores-serviços-bancários-e-de-crédito-empresas_II.9,40_IIND200048.htm;Desconhecida/não se aplica;https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-Banco-Original-EI_IE1026577.13,27.htm;3.8;3.4;3.5;3.4;3.1;4.0;3.3;71.0;53.0;S3;ORIGINAL;100;ORIGINAL;92894922;ORIGINAL - PRUDENCIAL;2021;2º;Demais bancos e financeiras;Conglomerado;ORIGINAL (conglomerado);67,64;320;350;286;956;4730387;4021930;1350520
Banco Original;651;286;1100;261;http://www.original.com.br;São Paulo, Brasil;2016.0;/Explorar/melhores-serviços-bancários-e-de-crédito-empresas_II.9,40_IIND200048.htm;Desconhecida/não se aplica;https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-Banco-Original-EI_IE1026577.13,27.htm;3.8;3.4;3.5;3.4;3.1;4.0;3.3;71.0;53.0;S3;ORIGINAL;100;ORIGINAL;92894922;ORIGINAL - PRUDENCIAL;2021;3º;Demais bancos e financeiras;Conglomerado;ORIGINAL (conglomerado);47,03;265;369;212;846;5634279;4365122;2051035
Banco Original;651;286;1100;261;http://www.original.com.br;São Paulo, Brasil;2016.0;/Explorar/melhores-serviços-bancários-e-de-crédito-empresas_II.9,40_IIND200048.htm;Desconhecida/não se aplica;https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-Banco-Original-EI_IE1026577.13,27.htm;3.8;3.4;3.5;3.4;3.1;4.0;3.3;71.0;53.0;S3;ORIGINAL;100;ORIGINAL;92894922;ORIGINAL - PRUDENCIAL;2021;4º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado;ORIGINAL (conglomerado);17,70;635;737;232;1604;35869197;35697171;2757338
Banco Original;651;286;1100;261;http://www.original.com.br;São Paulo, Brasil;2016.0;/Explorar/melhores-serviços-bancários-e-de-crédito-empresas_II.9,40_IIND200048.htm;Desconhecida/não se aplica;https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-Banco-Original-EI_IE1026577.13,27.htm;3.8;3.4;3.5;3.4;3.1;4.0;3.3;71.0;53.0;S3;ORIGINAL;100;ORIGINAL;92894922;ORIGINAL - PRUDENCIAL;2022;1º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado;ORIGINAL (conglomerado);21,59;822;867;236;1925;38069786;37864819;3568320
Banco Original;651;286;1100;261;http://www.original.com.br;São Paulo, Brasil;2016.0;/Explorar/melhores-serviços-bancários-e-de-crédito-empresas_II.9,40_IIND200048.htm;Desconhecida/não se aplica;https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-Banco-Original-EI_IE1026577.13,27.htm;3.8;3.4;3.5;3.4;3.1;4.0;3.3;71.0;53.0;S3;ORIGINAL;100;ORIGINAL;92894922;ORIGINAL - PRUDENCIAL;2022;3º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado;ORIGINAL (conglomerado);17,35;732;1181;292;2205;42173653;41931506;4414351
Banco Original;651;286;1100;261;http://www.original.com.br;São Paulo, Brasil;2016.0;/Explorar/melhores-serviços-bancários-e-de-crédito-empresas_II.9,40_IIND200048.htm;Desconhecida/não se aplica;https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-Banco-Original-EI_IE1026577.13,27.htm;3.8;3.4;3.5;3.4;3.1;4.0;3.3;71.0;53.0;S3;ORIGINAL;100;ORIGINAL;92894922;ORIGINAL - PRUDENCIAL;2022;4º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado;ORIGINAL (conglomerado);14,35;689;876;223;1788;47994411;47843568;3801245
Banco PAN;1100;520;1700;493;http://www.bancopan.com.br;São Paulo, Brasil;2011.0;/Explorar/melhores-serviços-bancários-e-de-crédito-empresas_II.9,40_IIND200048.htm;Desconhecida/não se aplica;https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-Banco-PAN-EI_IE1184444.13,22.htm;4.4;4.2;4.4;3.9;3.9;4.6;4.0;91.0;79.0;S3;PAN;100;PAN;59285411;PAN;2021;1º;Top 10;Conglomerado;PAN (conglomerado);245,28;2185;1182;586;3953;8907890;3543823;6252547
Banco Pine;121;45;216;63;http://www.pine.com;São Paulo, Brasil;1997.0;/Explorar/melhores-serviços-bancários-e-de-crédito-empresas_II.9,40_IIND200048.htm;Desconhecida/não se aplica;https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-Banco-Pine-EI_IE1086238.13,23.htm;3.8;3.5;3.5;3.4;3.0;3.9;3.5;71.0;50.0;S3;PINE;100;PINE;62144175;PINE - PRUDENCIAL;2021;1º;Grupo Secundário;Conglomerado;PINE (conglomerado); ;0;0;1;1;12831;10476;2993
Banco Pine;121;45;216;63;http://www.pine.com;São Paulo, Brasil;1997.0;/Explorar/melhores-serviços-bancários-e-de-crédito-empresas_II.9,40_IIND200048.htm;Desconhecida/não se aplica;https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-Banco-Pine-EI_IE1086238.13,23.htm;3.8;3.5;3.5;3.4;3.0;3.9;3.5;71.0;50.0;S3;PINE;100;PINE;62144175;PINE - PRUDENCIAL;2021;2º;Demais bancos e financeiras;Conglomerado;PINE (conglomerado); ;0;0;2;2;13502;10883;3284
Banco Pine;121;45;216;63;http://www.pine.com;São Paulo, Brasil;1997.0;/Explorar/melhores-serviços-bancários-e-de-crédito-empresas_II.9,40_IIND200048.htm;Desconhecida/não se aplica;https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-Banco-Pine-EI_IE1086238.13,23.htm;3.8;3.5;3.5;3.4;3.0;3.9;3.5;71.0;50.0;S3;PINE;100;PINE;62144175;PINE - PRUDENCIAL;2021;3º;Demais bancos e financeiras;Conglomerado;PINE (conglomerado); ;3;3;0;6;12869;10925;2618
Banco Pine;121;45;216;63;http://www.pine.com;São Paulo, Brasil;1997.0;/Explorar/melhores-serviços-bancários-e-de-crédito-empresas_II.9,40_IIND200048.htm;Desconhecida/não se aplica;https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-Banco-Pine-EI_IE1086238.13,23.htm;3.8;3.5;3.5;3.4;3.0;3.9;3.5;71.0;50.0;S3;PINE;100;PINE;62144175;PINE - PRUDENCIAL;2021;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;PINE (conglomerado); ;3;2;0;5;12752;11239;2226
Banco Pine;121;45;216;63;http://www.pine.com;São Paulo, Brasil;1997.0;/Explorar/melhores-serviços-bancários-e-de-crédito-empresas_II.9,40_IIND200048.htm;Desconhecida/não se aplica;https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-Banco-Pine-EI_IE1086238.13,23.htm;3.8;3.5;3.5;3.4;3.0;3.9;3.5;71.0;50.0;S3;PINE;100;PINE;62144175;PINE - PRUDENCIAL;2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;PINE (conglomerado); ;1;2;0;3;13027;11478;2279
Banco Pine;121;45;216;63;http://www.pine.com;São Paulo, Brasil;1997.0;/Explorar/melhores-serviços-bancários-e-de-crédito-empresas_II.9,40_IIND200048.htm;Desconhecida/não se aplica;https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-Banco-Pine-EI_IE1086238.13,23.htm;3.8;3.5;3.5;3.4;3.0;3.9;3.5;71.0;50.0;S3;PINE;100;PINE;62144175;PINE - PRUDENCIAL;2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;PINE (conglomerado); ;1;5;3;9;50060;11777;39030
Banco Pine;121;45;216;63;http://www.pine.com;São Paulo, Brasil;1997.0;/Explorar/melhores-serviços-bancários-e-de-crédito-empresas_II.9,40_IIND200048.htm;Desconhecida/não se aplica;https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-Banco-Pine-EI_IE1086238.13,23.htm;3.8;3.5;3.5;3.4;3.0;3.9;3.5;71.0;50.0;S3;PINE;100;PINE;62144175;PINE - PRUDENCIAL;2022;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;PINE (conglomerado); ;0;1;2;3;119595;11377;108983
Banco Votorantim;1400;563;2100;574;http://www.bancobv.com.br;São Paulo, Brasil;1991.0;/Explorar/melhores-gestão-de-ativos-e-investimentos-empresas_II.9,41_IIND200146.htm;Desconhecida/não se aplica;https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-banco-BV-EI_IE333951.13,21.htm;4.4;4.3;4.4;4.1;3.9;4.6;3.9;93.0;79.0;S2;VOTORANTIM;100;VOTORANTIM;59588111;VOTORANTIM - PRUDENCIAL;2021;1º;Top 10;Conglomerado;VOTORANTIM (conglomerado);4,57;69;428;206;703;15074861;11512143;4668540
Banco Votorantim;1400;563;2100;574;http://www.bancobv.com.br;São Paulo, Brasil;1991.0;/Explorar/melhores-gestão-de-ativos-e-investimentos-empresas_II.9,41_IIND200146.htm;Desconhecida/não se aplica;https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-banco-BV-EI_IE333951.13,21.htm;4.4;4.3;4.4;4.1;3.9;4.6;3.9;93.0;79.0;S2;VOTORANTIM;100;VOTORANTIM;59588111;VOTORANTIM - PRUDENCIAL;2021;2º;Top 10 - Bancos e Financeiras;Conglomerado;VOTORANTIM (conglomerado);4,64;78;394;277;749;16774345;13340345;4830730
Banco Votorantim;1400;563;2100;574;http://www.bancobv.com.br;São Paulo, Brasil;1991.0;/Explorar/melhores-gestão-de-ativos-e-investimentos-empresas_II.9,41_IIND200146.htm;Desconhecida/não se aplica;https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-banco-BV-EI_IE333951.13,21.htm;4.4;4.3;4.4;4.1;3.9;4.6;3.9;93.0;79.0;S2;VOTORANTIM;100;VOTORANTIM;59588111;VOTORANTIM - PRUDENCIAL;2021;3º;Top 10 - Bancos e Financeiras;Conglomerado;VOTORANTIM (conglomerado);13,90;256;193;225;674;18414652;15132752;5084002
Banco Votorantim;1400;563;2100;574;http://www.bancobv.com.br;São Paulo, Brasil;1991.0;/Explorar/melhores-gestão-de-ativos-e-investimentos-empresas_II.9,41_IIND200146.htm;Desconhecida/não se aplica;https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-banco-BV-EI_IE333951.13,21.htm;4.4;4.3;4.4;4.1;3.9;4.6;3.9;93.0;79.0;S2;VOTORANTIM;100;VOTORANTIM;59588111;VOTORANTIM - PRUDENCIAL;2021;4º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado;VOTORANTIM (conglomerado);9,33;188;147;177;512;20145553;16986862;5287210
Banco Votorantim;1400;563;2100;574;http://www.bancobv.com.br;São Paulo, Brasil;1991.0;/Explorar/melhores-gestão-de-ativos-e-investimentos-empresas_II.9,41_IIND200146.htm;Desconhecida/não se aplica;https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-banco-BV-EI_IE333951.13,21.htm;4.4;4.3;4.4;4.1;3.9;4.6;3.9;93.0;79.0;S2;VOTORANTIM;100;VOTORANTIM;59588111;VOTORANTIM - PRUDENCIAL;2022;1º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado;VOTORANTIM (conglomerado);8,17;179;177;146;502;21892612;18823383;5432526
Banco Votorantim;1400;563;2100;574;http://www.bancobv.com.br;São Paulo, Brasil;1991.0;/Explorar/melhores-gestão-de-ativos-e-investimentos-empresas_II.9,41_IIND200146.htm;Desconhecida/não se aplica;https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-banco-BV-EI_IE333951.13,21.htm;4.4;4.3;4.4;4.1;3.9;4.6;3.9;93.0;79.0;S2;VOTORANTIM;100;VOTORANTIM;59588111;VOTORANTIM - PRUDENCIAL;2022;3º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado;VOTORANTIM (conglomerado);20,82;293;440;128;861;14072909;10185831;5344217
Banco Votorantim;1400;563;2100;574;http://www.bancobv.com.br;São Paulo, Brasil;1991.0;/Explorar/melhores-gestão-de-ativos-e-investimentos-empresas_II.9,41_IIND200146.htm;Desconhecida/não se aplica;https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-banco-BV-EI_IE333951.13,21.htm;4.4;4.3;4.4;4.1;3.9;4.6;3.9;93.0;79.0;S2;VOTORANTIM;100;VOTORANTIM;59588111;VOTORANTIM - PRUDENCIAL;2022;4º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado;VOTORANTIM (conglomerado);13,05;190;200;138;528;14551717;10657305;5428595
Votorantim;608;177;1000;200;http://www.votorantim.com.br;São Paulo, Brasil;1918.0;/Explorar/melhores-gestão-de-ativos-e-investimentos-empresas_II.9,41_IIND200146.htm;Desconhecida/não se aplica;https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-Votorantim-EI_IE42662.13,23.htm;4.1;4.2;4.2;3.8;3.7;3.3;3.8;85.0;79.0;S2;VOTORANTIM;100;VOTORANTIM;59588111;VOTORANTIM - PRUDENCIAL;2021;1º;Top 10;Conglomerado;VOTORANTIM (conglomerado);4,57;69;428;206;703;15074861;11512143;4668540
Votorantim;608;177;1000;200;http://www.votorantim.com.br;São Paulo, Brasil;1918.0;/Explorar/melhores-gestão-de-ativos-e-investimentos-empresas_II.9,41_IIND200146.htm;Desconhecida/não se aplica;https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-Votorantim-EI_IE42662.13,23.htm;4.1;4.2;4.2;3.8;3.7;3.3;3.8;85.0;79.0;S2;VOTORANTIM;100;VOTORANTIM;59588111;VOTORANTIM - PRUDENCIAL;2021;2º;Top 10 - Bancos e Financeiras;Conglomerado;VOTORANTIM (conglomerado);4,64;78;394;277;749;16774345;13340345;4830730
Votorantim;608;177;1000;200;http://www.votorantim.com.br;São Paulo, Brasil;1918.0;/Explorar/melhores-gestão-de-ativos-e-investimentos-empresas_II.9,41_IIND200146.htm;Desconhecida/não se aplica;https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-Votorantim-EI_IE42662.13,23.htm;4.1;4.2;4.2;3.8;3.7;3.3;3.8;85.0;79.0;S2;VOTORANTIM;100;VOTORANTIM;59588111;VOTORANTIM - PRUDENCIAL;2021;3º;Top 10 - Bancos e Financeiras;Conglomerado;VOTORANTIM (conglomerado);13,90;256;193;225;674;18414652;15132752;5084002
Votorantim;608;177;1000;200;http://www.votorantim.com.br;São Paulo, Brasil;1918.0;/Explorar/melhores-gestão-de-ativos-e-investimentos-empresas_II.9,41_IIND200146.htm;Desconhecida/não se aplica;https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-Votorantim-EI_IE42662.13,23.htm;4.1;4.2;4.2;3.8;3.7;3.3;3.8;85.0;79.0;S2;VOTORANTIM;100;VOTORANTIM;59588111;VOTORANTIM - PRUDENCIAL;2021;4º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado;VOTORANTIM (conglomerado);9,33;188;147;177;512;20145553;16986862;5287210
Votorantim;608;177;1000;200;http://www.votorantim.com.br;São Paulo, Brasil;1918.0;/Explorar/melhores-gestão-de-ativos-e-investimentos-empresas_II.9,41_IIND200146.htm;Desconhecida/não se aplica;https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-Votorantim-EI_IE42662.13,23.htm;4.1;4.2;4.2;3.8;3.7;3.3;3.8;85.0;79.0;S2;VOTORANTIM;100;VOTORANTIM;59588111;VOTORANTIM - PRUDENCIAL;2022;1º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado;VOTORANTIM (conglomerado);8,17;179;177;146;502;21892612;18823383;5432526
Votorantim;608;177;1000;200;http://www.votorantim.com.br;São Paulo, Brasil;1918.0;/Explorar/melhores-gestão-de-ativos-e-investimentos-empresas_II.9,41_IIND200146.htm;Desconhecida/não se aplica;https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-Votorantim-EI_IE42662.13,23.htm;4.1;4.2;4.2;3.8;3.7;3.3;3.8;85.0;79.0;S2;VOTORANTIM;100;VOTORANTIM;59588111;VOTORANTIM - PRUDENCIAL;2022;3º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado;VOTORANTIM (conglomerado);20,82;293;440;128;861;14072909;10185831;5344217
Votorantim;608;177;1000;200;http://www.votorantim.com.br;São Paulo, Brasil;1918.0;/Explorar/melhores-gestão-de-ativos-e-investimentos-empresas_II.9,41_IIND200146.htm;Desconhecida/não se aplica;https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-Votorantim-EI_IE42662.13,23.htm;4.1;4.2;4.2;3.8;3.7;3.3;3.8;85.0;79.0;S2;VOTORANTIM;100;VOTORANTIM;59588111;VOTORANTIM - PRUDENCIAL;2022;4º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado;VOTORANTIM (conglomerado);13,05;190;200;138;528;14551717;10657305;5428595
Banco do Brasil;5000;1100;9200;1200;https://www.bb.com.br;Brasília, Brasil;1808.0;/Explorar/melhores-serviços-bancários-e-de-crédito-empresas_II.9,40_IIND200048.htm;Desconhecida/não se aplica;https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-Banco-do-Brasil-EI_IE3945.13,28.htm;4.3;3.9;4.0;3.7;3.5;4.2;3.8;86.0;72.0;S1;BANCO DO BRASIL;100;DO;00000000;BANCO DO BRASIL - PRUDENCIAL;2021;1º;Grupo Secundário;Conglomerado;INDUSTRIAL DO BRASIL (conglomerado); ;17;22;7;46;65443;4487;61782
Banco do Brasil;5000;1100;9200;1200;https://www.bb.com.br;Brasília, Brasil;1808.0;/Explorar/melhores-serviços-bancários-e-de-crédito-empresas_II.9,40_IIND200048.htm;Desconhecida/não se aplica;https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-Banco-do-Brasil-EI_IE3945.13,28.htm;4.3;3.9;4.0;3.7;3.5;4.2;3.8;86.0;72.0;S1;BANCO DO BRASIL;100;DO;00000000;BANCO DO BRASIL - PRUDENCIAL;2021;2º;Demais bancos e financeiras;Conglomerado;INDUSTRIAL DO BRASIL (conglomerado); ;13;12;4;29;64088;4461;60409
Banco do Brasil;5000;1100;9200;1200;https://www.bb.com.br;Brasília, Brasil;1808.0;/Explorar/melhores-serviços-bancários-e-de-crédito-empresas_II.9,40_IIND200048.htm;Desconhecida/não se aplica;https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-Banco-do-Brasil-EI_IE3945.13,28.htm;4.3;3.9;4.0;3.7;3.5;4.2;3.8;86.0;72.0;S1;BANCO DO BRASIL;100;DO;00000000;BANCO DO BRASIL - PRUDENCIAL;2021;3º;Demais bancos e financeiras;Conglomerado;INDUSTRIAL DO BRASIL (conglomerado); ;10;18;4;32;63911;4519;60187
Banco do Brasil;5000;1100;9200;1200;https://www.bb.com.br;Brasília, Brasil;1808.0;/Explorar/melhores-serviços-bancários-e-de-crédito-empresas_II.9,40_IIND200048.htm;Desconhecida/não se aplica;https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-Banco-do-Brasil-EI_IE3945.13,28.htm;4.3;3.9;4.0;3.7;3.5;4.2;3.8;86.0;72.0;S1;BANCO DO BRASIL;100;DO;00000000;BANCO DO BRASIL - PRUDENCIAL;2021;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;INDUSTRIAL DO BRASIL (conglomerado); ;7;22;4;33;63656;4550;59866
Banco do Brasil;5000;1100;9200;1200;https://www.bb.com.br;Brasília, Brasil;1808.0;/Explorar/melhores-serviços-bancários-e-de-crédito-empresas_II.9,40_IIND200048.htm;Desconhecida/não se aplica;https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-Banco-do-Brasil-EI_IE3945.13,28.htm;4.3;3.9;4.0;3.7;3.5;4.2;3.8;86.0;72.0;S1;BANCO DO BRASIL;100;DO;00000000;BANCO DO BRASIL - PRUDENCIAL;2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;INDUSTRIAL DO BRASIL (conglomerado); ;5;16;2;23;65379;4647;61507
Banco do Brasil;5000;1100;9200;1200;https://www.bb.com.br;Brasília, Brasil;1808.0;/Explorar/melhores-serviços-bancários-e-de-crédito-empresas_II.9,40_IIND200048.htm;Desconhecida/não se aplica;https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-Banco-do-Brasil-EI_IE3945.13,28.htm;4.3;3.9;4.0;3.7;3.5;4.2;3.8;86.0;72.0;S1;BANCO DO BRASIL;100;DO;00000000;BANCO DO BRASIL - PRUDENCIAL;2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;INDUSTRIAL DO BRASIL (conglomerado); ;7;25;1;33;69360;4561;65597
Banco do Brasil;5000;1100;9200;1200;https://www.bb.com.br;Brasília, Brasil;1808.0;/Explorar/melhores-serviços-bancários-e-de-crédito-empresas_II.9,40_IIND200048.htm;Desconhecida/não se aplica;https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-Banco-do-Brasil-EI_IE3945.13,28.htm;4.3;3.9;4.0;3.7;3.5;4.2;3.8;86.0;72.0;S1;BANCO DO BRASIL;100;DO;00000000;BANCO DO BRASIL - PRUDENCIAL;2022;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado;INDUSTRIAL DO BRASIL (conglomerado); ;4;14;1;19;69669;4675;65849
Banco do Nordeste do Brasil;525;113;840;115;http://www.bnb.gov.br;Fortaleza, Brasil;nan;/Explorar/melhores-gestão-de-ativos-e-investimentos-empresas_II.9,41_IIND200146.htm;Desconhecido/Não se aplica;https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-Banco-do-Nordeste-do-Brasil-EI_IE436304.13,40.htm;4.5;4.4;4.3;4.3;4.1;4.2;4.0;90.0;83.0;S2;BANCO DO NORDESTE DO BRASIL S.A.;100;DONORSTEDO;07237373;BANCO DO NORDESTE DO BRASIL S.A. - PRUDENCIAL;2021;1º;Grupo Secundário;Banco/financeira;BANCO DO NORDESTE DO BRASIL S.A.; ;19;8;20;47;8512373;7928582;3161435
Banco do Nordeste do Brasil;525;113;840;115;http://www.bnb.gov.br;Fortaleza, Brasil;nan;/Explorar/melhores-gestão-de-ativos-e-investimentos-empresas_II.9,41_IIND200146.htm;Desconhecido/Não se aplica;https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-Banco-do-Nordeste-do-Brasil-EI_IE436304.13,40.htm;4.5;4.4;4.3;4.3;4.1;4.2;4.0;90.0;83.0;S2;BANCO DO NORDESTE DO BRASIL S.A.;100;DONORSTEDO;07237373;BANCO DO NORDESTE DO BRASIL S.A. - PRUDENCIAL;2021;2º;Demais bancos e financeiras;Banco/financeira;BANCO DO NORDESTE DO BRASIL S.A.; ;27;23;30;80;8679633;8095479;3223472
Banco do Nordeste do Brasil;525;113;840;115;http://www.bnb.gov.br;Fortaleza, Brasil;nan;/Explorar/melhores-gestão-de-ativos-e-investimentos-empresas_II.9,41_IIND200146.htm;Desconhecido/Não se aplica;https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-Banco-do-Nordeste-do-Brasil-EI_IE436304.13,40.htm;4.5;4.4;4.3;4.3;4.1;4.2;4.0;90.0;83.0;S2;BANCO DO NORDESTE DO BRASIL S.A.;100;DONORSTEDO;07237373;BANCO DO NORDESTE DO BRASIL S.A. - PRUDENCIAL;2021;3º;Demais bancos e financeiras;Banco/financeira;BANCO DO NORDESTE DO BRASIL S.A.; ;13;23;37;73;8844660;8261233;3268835
Banco do Nordeste do Brasil;525;113;840;115;http://www.bnb.gov.br;Fortaleza, Brasil;nan;/Explorar/melhores-gestão-de-ativos-e-investimentos-empresas_II.9,41_IIND200146.htm;Desconhecido/Não se aplica;https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-Banco-do-Nordeste-do-Brasil-EI_IE436304.13,40.htm;4.5;4.4;4.3;4.3;4.1;4.2;4.0;90.0;83.0;S2;BANCO DO NORDESTE DO BRASIL S.A.;100;DONORSTEDO;07237373;BANCO DO NORDESTE DO BRASIL S.A. - PRUDENCIAL;2021;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;BANCO DO NORDESTE DO BRASIL S.A.; ;5;34;26;65;8967632;8384030;3314376
Banco do Nordeste do Brasil;525;113;840;115;http://www.bnb.gov.br;Fortaleza, Brasil;nan;/Explorar/melhores-gestão-de-ativos-e-investimentos-empresas_II.9,41_IIND200146.htm;Desconhecido/Não se aplica;https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-Banco-do-Nordeste-do-Brasil-EI_IE436304.13,40.htm;4.5;4.4;4.3;4.3;4.1;4.2;4.0;90.0;83.0;S2;BANCO DO NORDESTE DO BRASIL S.A.;100;DONORSTEDO;07237373;BANCO DO NORDESTE DO BRASIL S.A. - PRUDENCIAL;2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;BANCO DO NORDESTE DO BRASIL S.A.; ;9;26;31;66;9079293;8496689;3340534
Banco do Nordeste do Brasil;525;113;840;115;http://www.bnb.gov.br;Fortaleza, Brasil;nan;/Explorar/melhores-gestão-de-ativos-e-investimentos-empresas_II.9,41_IIND200146.htm;Desconhecido/Não se aplica;https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-Banco-do-Nordeste-do-Brasil-EI_IE436304.13,40.htm;4.5;4.4;4.3;4.3;4.1;4.2;4.0;90.0;83.0;S2;BANCO DO NORDESTE DO BRASIL S.A.;100;DONORSTEDO;07237373;BANCO DO NORDESTE DO BRASIL S.A. - PRUDENCIAL;2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;BANCO DO NORDESTE DO BRASIL S.A.; ;9;41;48;98;9294372;8720080;3310284
Banco do Nordeste do Brasil;525;113;840;115;http://www.bnb.gov.br;Fortaleza, Brasil;nan;/Explorar/melhores-gestão-de-ativos-e-investimentos-empresas_II.9,41_IIND200146.htm;Desconhecido/Não se aplica;https://www.glassdoor.com.br/Vis%C3%A3o-geral/Trabalhar-na-Banco-do-Nordeste-do-Brasil-EI_IE436304.13,40.htm;4.5;4.4;4.3;4.3;4.1;4.2;4.0;90.0;83.0;S2;BANCO DO NORDESTE DO BRASIL S.A.;100;DONORSTEDO;07237373;BANCO DO NORDESTE DO BRASIL S.A. - PRUDENCIAL;2022;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;BANCO DO NORDESTE DO BRASIL S.A.; ;7;27;27;61;9384798;8816792;3284218
